level,rep,comment
L0,93,"The portfolio was constructed by allocating higher weights to large, stable, and diversified companies across sectors, with slightly lower weights to more cyclical or volatile stocks, ensuring broad diversification and reduced risk. No single stock dominates the portfolio, and all weights are non-negative and sum to 1. This approach aims to balance risk and return for a risk-averse investor."
L1,93,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. Higher expected return stocks with lower volatility and lower correlations were favored, resulting in a diversified allocation across technology, healthcare, and select consumer stocks. Weights for stocks with negative or near-zero expected returns and/or high risk were set to zero."
L2,93,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus 0.5 times the portfolio variance, subject to no short selling and full investment. The optimizer allocated weights only to AAPL, AMZN, MSFT, and V, as these assets offered the best risk-return tradeoff given the covariance structure. The result is a concentrated portfolio in high-return, relatively low-covariance stocks, reflecting the risk-averse objective."
L3,93,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus half the risk, subject to non-negative weights and full investment. Only stocks with the highest risk-adjusted returns and lowest correlations received positive weights, resulting in a concentrated allocation. Numerical quadratic programming was used to enforce the constraints and achieve diversification within the optimal risk-return tradeoff."
L0,94,"The portfolio allocates higher weights to large, stable, and defensive companies across sectors to reduce risk, while maintaining diversification by including all 30 stocks with non-negative weights summing to 1. Weights are tilted toward lower-volatility, blue-chip names in technology, healthcare, and consumer staples. This approach aims to balance risk aversion with broad market exposure."
L1,94,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution allocates weights only to AMZN, AAPL, MSFT, and WMT, which offer the best balance of high expected return and low risk/correlation. This results in a concentrated but diversified allocation among large-cap, lower-volatility stocks with strong expected returns."
L2,94,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return while penalizing risk, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This solution reflects the investor's risk aversion and the mathematical optimization given the provided parameters."
L3,94,"The portfolio was constructed using constrained mean-variance optimization with no short-selling and full investment, maximizing expected return minus 0.5 times variance. Numerical quadratic programming was used to solve for weights, resulting in a concentrated allocation to stocks with high expected returns and favorable risk profiles. Diversification is present among the top-weighted assets, but many lower-return or higher-risk stocks receive zero weight due to the constraints."
L0,95,"The portfolio allocates higher weights to large, stable companies in technology, healthcare, and consumer staples, while ensuring diversification across all sectors represented by the 30 stocks. Weights are assigned to balance risk and return, with no single stock or sector dominating the portfolio. All constraints are satisfied to suit a risk-averse investor."
L1,95,"The portfolio was constructed using mean-variance optimization (Markowitz), maximizing expected return for a given level of risk, subject to no short selling and full investment constraints. The solution favors stocks with high expected returns and low correlations, resulting in a diversified allocation across several sectors. Riskier or low-return stocks receive zero weight to minimize overall portfolio volatility."
L2,95,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the variance, subject to no short selling and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, V, AMZN, and CRM. This approach balances risk aversion and expected return, but the solution is not highly diversified due to the dominance of a few high-return, lower-risk stocks."
L3,95,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to non-negative weights summing to one. Numerical quadratic programming was used due to the no-short-selling constraint. The result is a concentrated allocation to stocks with the highest risk-adjusted returns and low correlations."
L0,96,"The portfolio is constructed by allocating higher weights to large, stable, and defensive companies across sectors, with a slight overweight to technology, healthcare, and consumer staples for risk reduction. Diversification is achieved by spreading allocations across all 30 stocks, ensuring no single sector dominates. All weights are non-negative and sum to 1, in line with the investor's risk-averse profile."
L1,96,"This portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution favors stocks with high expected returns and relatively low correlations and volatility, resulting in concentrated allocations to AAPL, MSFT, WMT, and AMZN. Diversification is achieved by spreading weights among these low-risk, high-return stocks."
L2,96,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus half the variance, subject to no short selling and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This approach balances risk aversion and return, but the solution is not fully diversified due to the dominance of a few high-return, moderate-risk stocks."
L3,96,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus half the risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and lowest correlations received positive weights, resulting in a concentrated allocation. The solution was obtained via quadratic programming, ensuring all constraints were satisfied."
L0,97,"The portfolio was constructed by allocating higher weights to large, stable companies across different sectors, with a slight overweight to technology, healthcare, and consumer staples for risk reduction. Diversification was ensured by spreading allocations across all 30 stocks, with no single stock dominating the portfolio. All weights are non-negative and sum exactly to 1, adhering to the risk-averse and diversification requirements."
L1,97,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer concentrated weights in stocks with the highest risk-adjusted returns and lowest correlations, notably MSFT, AAPL, WMT, and AMZN. This allocation achieves a balance between high expected return and low overall portfolio risk."
L2,97,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return while penalizing risk, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariance characteristics received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This reflects the risk-averse investor's preference for assets with strong expected returns and reasonable diversification."
L3,97,"The portfolio was constructed by maximizing the mean-variance objective with a risk aversion parameter of 0.5, subject to no-short-selling and full investment constraints, using quadratic programming. The optimizer allocated weights to stocks with the highest risk-adjusted expected returns and lowest correlations, resulting in a concentrated but diversified allocation among growth-oriented and technology stocks. All weights are non-negative and sum to 1, ensuring compliance with the constraints."
L0,98,"The portfolio allocates higher weights to large, stable, and defensive companies across sectors, with moderate allocations to technology, healthcare, and consumer staples, and lower weights to more cyclical or volatile stocks. This approach aims to maximize diversification and minimize risk, while adhering to the constraints. No short selling was used and all weights are non-negative and sum to 1."
L1,98,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. Only stocks with the highest risk-adjusted returns and lowest correlations (AAPL, MSFT, V, AMZN) received positive weights, resulting in a concentrated but diversified allocation among leading technology and payment companies. This approach balances higher expected returns with lower overall portfolio risk."
L2,98,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return while penalizing risk, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation. This approach reflects the risk-averse preference by favoring stocks with strong expected returns and moderate risk."
L3,98,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to non-negative weights and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, AMZN, and DIS. This approach ensures no short selling and full diversification within the optimal risk-return tradeoff."
L0,99,"The portfolio allocates slightly higher weights to large, stable, and defensive stocks (such as AAPL, MSFT, JNJ, PG, UNH) and diversifies across all sectors to reduce risk, with no single stock dominating. All weights are non-negative and sum to 1, ensuring compliance with the constraints. This approach aims to balance risk and return for a risk-averse investor by emphasizing diversification and stability."
L1,99,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer concentrated weights in stocks with high expected returns and relatively low correlations/volatility (notably MSFT, AAPL, WMT, and AMZN). This results in a concentrated but diversified allocation among the most attractive risk-adjusted opportunities."
L2,99,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus 0.5 times variance, subject to no short selling and full investment. Only AAPL, AMZN, MSFT, and V received positive weights, as they offered the best risk-adjusted returns given the covariance structure. This solution reflects the investor’s risk aversion and the requirement for non-negative, fully invested weights."
L3,99,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, V, CRM, and AMZN. This approach ensures the investor's risk aversion is respected while seeking optimal diversification among the most attractive stocks."
L0,100,"The portfolio allocates slightly higher weights to large, stable, and defensive stocks (such as AAPL, MSFT, JNJ, PG, UNH) to reduce risk, while maintaining diversification by spreading the remaining allocation evenly across all other stocks. No short selling is used, and all weights are non-negative and sum to one. This approach balances risk aversion with broad sector exposure."
L1,100,"This portfolio was constructed using mean-variance optimization to maximize the expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution concentrates on stocks with the highest expected returns and relatively favorable risk characteristics, resulting in positive weights only for AMZN, AAPL, and MSFT. Diversification is limited due to the dominance of these stocks in the risk-return tradeoff under the given data."
L2,100,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the variance, subject to no short selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation. This approach balances risk aversion and return, but the optimizer favored a less diversified portfolio due to the input parameters and constraints."
L3,100,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus half the risk, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, and AMZN. This approach ensures the investor's risk aversion and diversification constraints are respected within the optimization framework."
L0,101,"The portfolio was constructed by allocating slightly higher weights to large, stable, and defensive companies (such as AAPL, MSFT, JNJ, PG, UNH) and diversifying across all sectors to minimize risk. Weights were assigned to ensure no single stock dominates, with all weights non-negative and summing exactly to 1. This approach aims to balance risk and return for a risk-averse investor."
L1,101,"The portfolio was constructed using mean-variance optimization, maximizing expected return for a risk-averse investor while minimizing volatility and ensuring diversification. Only stocks with the highest risk-adjusted returns and lowest correlations were selected, with all weights non-negative and summing to 1. The result is a concentrated allocation to AAPL, MSFT, WMT, and AMZN, which offer the best balance of return and risk under the given constraints."
L2,101,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the portfolio variance, subject to no short selling and full investment constraints. Only stocks with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, V, DIS, AMZN, and CRM. This approach balances risk aversion with the desire for higher expected returns."
L3,101,"The portfolio was constructed by numerically solving the mean-variance optimization problem with no-short-selling and full investment constraints, maximizing expected return minus 0.25 times portfolio variance. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, and AMZN. This approach ensures risk aversion and diversification among top-performing stocks."
L0,102,"The portfolio allocates higher weights to large, stable, and diversified companies across sectors such as technology, healthcare, and consumer staples to minimize risk. Weights are assigned to ensure broad diversification, with slightly higher allocations to lower-volatility, blue-chip stocks. No short selling is used, and all weights are non-negative and sum to one."
L1,102,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer allocated weights to stocks with the highest risk-adjusted returns and lowest correlations, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and WMT. This approach balances higher expected returns with lower overall portfolio risk."
L2,102,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing the trade-off between expected return and risk, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This allocation reflects the investor's risk aversion and the diversification effect among the selected assets."
L3,102,"The portfolio was constructed using constrained mean-variance optimization with no short-selling, maximizing expected return minus 0.25 times the variance. Only assets with the highest risk-adjusted returns and lowest correlations (AAPL, MSFT, CRM, V, AMZN) received positive weights, ensuring diversification among leading growth stocks. All other assets received zero weight due to their lower expected returns or higher risk."
L0,103,"The portfolio was constructed by assigning higher weights to large, stable, and defensive companies across sectors (such as technology, healthcare, and consumer staples) to reduce risk, while ensuring diversification by including all 30 stocks. Weights are slightly tilted toward lower-volatility, blue-chip names, with smaller allocations to more cyclical or volatile stocks. All weights are non-negative and sum exactly to 1, meeting the investor's risk-averse and diversification requirements."
L1,103,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution concentrates on stocks with the highest risk-adjusted returns and lowest correlations, resulting in allocations to WMT, MSFT, AAPL, and AMZN. This approach ensures diversification while minimizing overall portfolio volatility."
L2,103,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the portfolio variance, subject to no short selling and full investment. The optimizer concentrated weights in stocks with high expected returns and favorable risk profiles, notably MSFT, V, AAPL, and CRM. This allocation reflects the investor's risk aversion and the requirement for non-negative, fully invested weights."
L3,103,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, AMZN, and DIS. This approach ensures the investor's risk aversion and diversification constraints are respected within the optimization framework."
L0,104,"The portfolio allocates slightly higher weights (0.035) to large, stable, and defensive companies across sectors (e.g., consumer staples, healthcare, technology), while assigning lower weights (0.025) to more cyclical or volatile stocks to reduce risk. This approach ensures diversification and aligns with the risk-averse profile by emphasizing stability and sector balance. All weights are non-negative and sum to 1, with no short selling."
L1,104,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. Stocks with higher expected returns and lower correlations/volatility received higher weights, while riskier or low-return stocks were excluded. The result is a diversified allocation across several sectors, balancing risk and return."
L2,104,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus half the portfolio variance, subject to no short selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, AMZN, and DIS. This approach balances risk aversion and expected return, but the solution is not highly diversified due to the dominance of a few high-return, lower-covariance stocks."
L3,104,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus half the risk, subject to no short-selling and full investment constraints. Numerical quadratic programming was used due to the non-negativity constraints. The resulting portfolio is concentrated in high-return, lower-risk stocks, notably MSFT, AAPL, V, and CRM."
L0,105,"The portfolio was constructed by allocating slightly higher weights to large, stable companies across different sectors, while ensuring broad diversification and limiting exposure to any single stock. All weights are non-negative and sum to 1, with no short selling. This approach aims to reduce risk for a risk-averse investor by spreading investments across industries and minimizing concentration."
L1,105,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer allocated weights to stocks with the highest risk-adjusted returns and lowest correlations, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and WMT. This approach balances higher expected returns with lower overall portfolio risk."
L2,105,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus half the variance, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns (AAPL, MSFT, AMZN, CRM) received positive weights, as their expected returns and covariances dominated the optimization. This results in a concentrated allocation to a few high-return, moderate-risk stocks, reflecting the risk-averse investor's preference for efficient diversification."
L3,105,"The portfolio was constructed by maximizing the mean-variance objective with no-short-selling and full-investment constraints using quadratic programming. The optimizer concentrated weights in stocks with the highest risk-adjusted expected returns and moderate covariances, resulting in a diversified allocation among AAPL, MSFT, V, CRM, AMZN, and DIS. This approach balances risk aversion (lambda=0.5) and expected return, while ensuring all weights are non-negative and sum to one."
L0,106,"The portfolio allocates higher weights to large, stable, and defensive companies in sectors like technology, healthcare, and consumer staples, while maintaining exposure to all 30 stocks for diversification. Weights are slightly tilted toward lower-volatility and historically resilient stocks to reduce risk. No short selling is used, and all weights are non-negative and sum to 1."
L1,106,"This portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer allocated weights to stocks with the highest risk-adjusted returns and lowest correlations, resulting in concentrated positions in AAPL, MSFT, WMT, and AMZN. Diversification was achieved by balancing exposure among these low-volatility, high-return stocks."
L2,106,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the portfolio variance, subject to no short selling and full investment constraints. The optimizer concentrated weights in stocks with high expected returns and favorable risk profiles, resulting in a concentrated but risk-averse allocation. Diversification was limited by the optimizer's preference for assets with the best risk-return tradeoff under the given lambda."
L3,106,"The portfolio was constructed using constrained mean-variance optimization with no short-selling and sum-to-one constraints, maximizing expected return minus 0.5 times variance. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights. The solution was obtained via quadratic programming, ensuring diversification among the top-performing stocks."
L0,107,"The portfolio allocates higher weights to large, stable companies in defensive sectors (healthcare, consumer staples, technology) and diversifies across all 30 stocks to reduce risk. No single stock dominates, and all weights are non-negative and sum to 1. This approach aims to balance risk and return for a risk-averse investor."
L1,107,"This portfolio was constructed using mean-variance optimization, maximizing expected return for a given level of risk while enforcing non-negative weights and full investment. The solution favors stocks with high expected returns and low correlations, resulting in a diversified allocation across technology, healthcare, consumer staples, and select growth names. Riskier or low-return stocks receive zero weight to maintain a conservative risk profile."
L2,107,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return while penalizing risk, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This allocation reflects the investor's risk aversion and the requirement for diversification within the optimal set."
L3,107,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus half the risk penalty, subject to no short-selling and full investment constraints. Numerical quadratic programming was used to handle the constraints, resulting in nonzero weights only for assets with the highest risk-adjusted returns and favorable covariances. This approach ensures the portfolio is both diversified and aligned with the investor's risk aversion."
L0,108,"The portfolio is constructed by allocating slightly higher weights to large, stable, and defensive stocks (such as AAPL, MSFT, JNJ, PG, and UNH) to reduce risk, while maintaining diversification across all 30 stocks with non-negative weights that sum to 1. This approach balances risk aversion with broad sector exposure. No short selling is used, and all constraints are satisfied."
L1,108,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution allocates to stocks with the highest risk-adjusted returns and lowest correlations, resulting in concentrated weights in AAPL, MSFT, WMT, and AMZN. This approach balances return and risk while maintaining diversification among lowly correlated, high-return stocks."
L2,108,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the variance, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This approach reflects the risk aversion and diversification preference, but the optimizer selected only a subset of stocks due to the risk-return tradeoff."
L3,108,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation. This approach ensures the investor's risk aversion is respected while seeking optimal diversification within the constraints."
L0,109,"The portfolio was constructed by allocating slightly higher weights to large, stable, and defensive companies (such as consumer staples, healthcare, and technology) to reduce risk, while maintaining diversification across all sectors. No single stock exceeds 4% allocation, and all weights are non-negative and sum to 1. This approach aims to balance risk aversion with broad market exposure."
L1,109,"The portfolio was constructed using mean-variance optimization to maximize expected return for a given level of risk, subject to no short selling and full investment constraints. Higher expected return stocks with lower correlations and volatility were favored, while riskier or negatively returning stocks received zero weight. The result is a diversified allocation across technology, healthcare, consumer, and select growth stocks, balancing risk and return for a risk-averse investor."
L2,109,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus half the variance, under the constraints of no short selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights. The result is a concentrated allocation to AAPL, MSFT, DIS, AMZN, and CRM, reflecting the investor's risk aversion and the assets' return/risk profiles."
L3,109,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus risk penalty, subject to no short-selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, and AMZN. This approach ensures the portfolio is optimized for the given risk-return tradeoff while adhering to diversification and risk constraints."
L0,110,"The portfolio allocates higher weights to large, stable companies in defensive sectors (healthcare, consumer staples, technology) and diversifies across all 30 stocks to minimize risk. No single stock dominates the portfolio, and cyclical or higher-risk stocks are given lower weights. This approach aims to balance risk and return for a risk-averse investor while maintaining broad diversification."
L1,110,"The portfolio was constructed using mean-variance optimization (Markowitz), maximizing the risk-adjusted return (Sharpe ratio) while enforcing non-negative weights and full investment. Due to the risk-averse constraint and the covariance structure, the optimizer concentrated allocations in high-return, lower-correlation stocks (MSFT, AAPL, AMZN). This results in a concentrated but risk-efficient portfolio for a risk-averse investor."
L2,110,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return minus 0.5 times portfolio variance, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, DIS, AMZN, CRM, and V. This reflects the investor's risk aversion and the optimizer's preference for assets with favorable return-to-risk profiles."
L3,110,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus half the variance, subject to no short-selling and full investment constraints. Only assets with the most attractive risk-return tradeoffs received positive weights, resulting in a concentrated allocation to high-return, moderate-risk stocks. The solution was obtained via quadratic programming, ensuring all weights are non-negative and sum to one."
L0,111,"The portfolio allocates higher weights to large, stable, and diversified companies across sectors, with slightly lower weights to more volatile or cyclical stocks, ensuring broad diversification and reduced risk. No single stock dominates the portfolio, and all weights are non-negative and sum to 1. This approach aims to balance risk and return for a risk-averse investor."
L1,111,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer allocated weights to stocks with higher expected returns and lower correlations, while minimizing overall portfolio volatility. This resulted in a diversified allocation favoring large-cap technology, healthcare, and select growth stocks."
L2,111,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus 0.5 times the portfolio variance, subject to no short selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, AMZN, and CRM. This approach balances risk aversion with the goal of maximizing expected return, but the solution is not highly diversified due to the dominance of a few high-return, lower-covariance stocks."
L3,111,"The portfolio was constructed using mean-variance optimization with a risk aversion parameter lambda=0.5, maximizing expected return minus half the risk penalty, subject to no short-selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights. The solution was obtained numerically using quadratic programming to enforce the constraints."
L0,112,"The portfolio allocates higher weights to large, stable, and defensive companies across sectors to reduce risk, while maintaining diversification by including all 30 stocks with non-negative weights. Weights are tilted toward lower-volatility, blue-chip names in technology, healthcare, and consumer staples, with smaller allocations to more cyclical or volatile stocks. This approach aims to balance risk and return for a risk-averse investor."
L1,112,"This portfolio was constructed using mean-variance optimization to maximize the expected return for a risk-averse investor, subject to no short selling and full investment constraints. The optimizer concentrated weights in stocks with the highest risk-adjusted returns and lowest correlations, resulting in allocations to AAPL, MSFT, V, and AMZN. Diversification is achieved by limiting exposure to high-volatility or low-return stocks."
L2,112,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return while penalizing risk, subject to no short selling and full investment constraints. The optimizer concentrated weights in stocks with high expected returns and favorable risk-adjusted profiles, resulting in allocations to MSFT, AAPL, V, and AMZN. This allocation reflects the risk-averse preference while ensuring diversification among the top-performing assets."
L3,112,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus half the risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights. The result is a concentrated portfolio in a subset of stocks offering the best trade-off between return and risk under the constraints."
L0,113,"The portfolio allocates higher weights to large, stable companies across sectors such as technology, healthcare, and consumer staples to reduce risk, while ensuring diversification by including all 30 stocks with non-negative weights. Weights are tilted toward lower-volatility, blue-chip names, and riskier or more cyclical stocks are assigned smaller allocations. This approach balances diversification and risk aversion, meeting the investor's constraints."
L1,113,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. Weights were allocated to stocks with higher expected returns and lower correlations/volatility, resulting in a diversified allocation across technology, healthcare, consumer staples, and select growth stocks. This approach balances risk and return by limiting concentration in any single stock or sector."
L2,113,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing expected return while penalizing risk, subject to non-negativity and full investment constraints. The optimizer allocated weights to stocks with the highest risk-adjusted returns and lowest covariances, resulting in a concentrated but diversified allocation among growth and technology-oriented stocks. No short selling was allowed, and only stocks with the most favorable risk-return profiles received positive weights."
L3,113,"The portfolio was constructed by maximizing the mean-variance objective with a risk aversion parameter lambda=0.5, subject to non-negative weights and full investment. Numerical quadratic programming was used to enforce the no-short-selling constraint. The resulting allocation is concentrated in stocks with high expected returns and favorable risk-return profiles, while maintaining diversification among several top contributors."
L0,114,"The portfolio is constructed by allocating higher weights to large, stable, and diversified companies across sectors, with slightly higher allocations to lower-volatility, defensive stocks. All 30 stocks are included to maximize diversification and reduce unsystematic risk. No short selling is used, and all weights are non-negative and sum to 1."
L1,114,"This portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution emphasizes stocks with high expected returns and favorable risk characteristics, while maintaining diversification by allocating to several uncorrelated names. Stocks with negative or very low expected returns, or high risk relative to return, received zero weight."
L2,114,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the variance, subject to no short selling and full investment. Only assets with the highest risk-adjusted returns and lowest covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, V, CRM, AMZN, and DIS. This approach balances risk aversion and return, but the optimizer favored a less diversified portfolio due to the input parameters and constraints."
L3,114,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing expected return minus risk penalty, subject to no short-selling and full investment. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation to AAPL, MSFT, CRM, V, and AMZN. This approach ensures the investor's risk aversion and diversification constraints are respected within the optimization framework."
L0,115,"The portfolio allocates higher weights to large, stable companies across sectors such as technology, healthcare, and consumer staples, while maintaining exposure to all 30 stocks for diversification. Weights are tilted toward lower-volatility, defensive stocks to align with the investor's risk aversion. No short selling is used, and all weights are non-negative and sum to one."
L1,115,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution favors stocks with high expected returns and lower correlations/volatility, resulting in concentrated allocations to MSFT, WMT, AAPL, and AMZN. Diversification is achieved by selecting stocks with favorable risk-return profiles and low covariance with each other."
L2,115,"The portfolio was constructed using mean-variance optimization with lambda = 0.5, maximizing expected return minus half the portfolio variance, subject to no short selling and full investment. Only AAPL, AMZN, MSFT, and V received positive weights, as their high expected returns and favorable risk-return profiles dominated the optimization. The result is a concentrated allocation to these assets, balancing risk aversion and return."
L3,115,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus penalized risk, subject to no-short-selling and full investment constraints. Only assets with the highest risk-adjusted returns and favorable covariances received positive weights, resulting in a concentrated allocation. The solution was obtained via quadratic programming, ensuring all constraints were satisfied."
L0,116,"The portfolio allocates slightly higher weights (0.035) to large, stable, and defensive companies across sectors, while maintaining lower weights (0.025) for more cyclical or volatile stocks to reduce risk. This approach ensures diversification across industries and avoids concentration in any single stock or sector. All weights are non-negative and sum to 1, meeting the investor's risk-averse and diversification requirements."
L1,116,"The portfolio was constructed using mean-variance optimization to maximize expected return for a risk-averse investor, subject to no short selling and full investment constraints. The solution favors stocks with high expected returns and relatively low correlations and volatility, resulting in concentrated allocations to AAPL, MSFT, WMT, AMZN, and CRM. Diversification is achieved by spreading weights among these low-risk, high-return stocks while excluding those with negative or low expected returns and/or high risk."
