level,rep,comment
L1,92,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (MRK, WMT, PG, JNJ, AMGN). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were allocated to balance return potential against covariance contributions, emphasizing assets with low cross-correlations such as MRK and WMT to reduce overall portfolio volatility."
L2,92,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, while high-return assets with relatively low covariance contributions (AAPL, MSFT, AMZN, CRM) received larger allocations. Defensive lower-volatility assets (MRK, PG, WMT, AMGN, UNH, V) were included to improve diversification and reduce overall portfolio risk."
L3,92,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, favoring assets with high expected returns relative to their variance and covariances. AAPL and MSFT received the largest allocations due to their high expected returns and moderate covariance with other assets, while assets with negative or near-zero expected returns such as MMM, VZ, and INTC were excluded entirely by the non-negativity constraints. Diversification was achieved by allocating smaller weights to lower-volatility assets like MRK, PG, WMT, and AMGN, which provide risk reduction benefits through their low covariances with the higher-return holdings."
L0,93,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to historically stable, large-cap companies with strong fundamentals such as AAPL, MSFT, JNJ, JPM, PG, KO, WMT, UNH, and V, which tend to exhibit lower volatility and consistent dividends. Lower weights were assigned to more cyclical or volatile names such as BA, DOW, and INTC to further reduce downside risk while maintaining broad sector exposure across technology, healthcare, financials, consumer staples, industrials, and energy."
L1,93,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (WMT, MRK, PG, JNJ, AMGN). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were allocated to balance return potential against covariance contributions, emphasizing assets with low cross-correlations such as MRK and WMT to reduce overall portfolio volatility."
L2,93,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, and WMT received the largest allocations. Diversification was achieved by spreading weight across uncorrelated assets including MRK, AMGN, and UNH, which have low covariances with the high-return tech names."
L3,93,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically by allocating higher weights to assets with strong risk-adjusted returns such as AAPL and MSFT (high mu, moderate covariance) and AMZN and CRM, while zeroing out assets with negative or near-zero expected returns (MMM, VZ, INTC, DIS) per the non-negativity constraint. Diversification was maintained by spreading remaining weight across defensive names like AMGN, MRK, WMT, PG, and UNH which offer lower covariance contributions, balancing the return-risk tradeoff. The weights sum to exactly 1.0 and all are non-negative, satisfying the portfolio constraints."
L0,94,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to historically stable, large-cap defensive names such as AAPL, MSFT, JNJ, PG, WMT, KO, UNH, JPM, and V, which tend to exhibit lower volatility and consistent earnings. Cyclical and higher-volatility stocks such as BA, DOW, and INTC received marginally lower weights to further reduce overall portfolio risk."
L1,94,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets such as MRK, PG, WMT, and AMGN. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were allocated to minimize overall portfolio variance by favoring assets with lower covariances relative to their return contribution. The result is a mean-variance efficient portfolio tilted toward growth with defensive stabilizers to suit a risk-averse investor."
L2,94,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*lambda*w'Sigma*w subject to no short selling and weights summing to one. Higher weights were assigned to assets with strong risk-adjusted returns such as AAPL, MSFT, AMZN, and CRM, while defensive low-volatility assets like MRK, AMGN, WMT, and PG were included to reduce overall portfolio risk. Assets with negative or near-zero expected returns such as MMM, VZ, and INTC received zero allocation, and high-variance assets like BA were excluded to maintain diversification and limit downside risk."
L3,94,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically by evaluating the trade-off between expected return and variance for each asset. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight due to the non-negativity constraint, while high-return assets with relatively contained covariance contributions (AAPL, MSFT) received the largest allocations. Diversification was maintained by spreading weights across sectors including technology (AAPL, MSFT, CRM, AMZN), healthcare (AMGN, MRK, UNH), consumer staples (PG, WMT), and financials (V, CAT) to reduce portfolio variance."
L0,95,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to historically stable, large-cap companies with strong fundamentals such as AAPL, MSFT, JNJ, JPM, PG, KO, WMT, UNH, and V, which tend to exhibit lower volatility and consistent dividends. Lower weights were assigned to more cyclical or volatile names such as BA, DOW, and INTC to further reduce downside risk while maintaining broad sector exposure across technology, healthcare, financials, consumer staples, industrials, and energy."
L1,95,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT, JNJ). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with elevated covariances (BA, AXP, DOW) were also omitted. The resulting allocation tilts toward growth while anchoring volatility with defensive names that exhibit low covariances with the broader portfolio."
L2,95,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with higher risk-adjusted returns such as AAPL, MSFT, AMZN, and MSFT received larger allocations, while low or negative expected return assets like MMM, VZ, and INTC were excluded. Diversification was achieved by spreading weights across growth, defensive, and value names including AMGN, MRK, UNH, WMT, PG, and V to reduce overall portfolio variance."
L3,95,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set/quadratic programming methods with non-negativity and full-investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, specifically AAPL and MSFT for high expected returns, MRK and AMGN for low covariance with other assets, and WMT and PG for their defensive low-variance characteristics. Assets with negative or near-zero expected returns (MMM, VZ, INTC) and those with high variance relative to their return contribution (BA, AXP, DOW) were excluded by the optimizer setting their weights to zero."
L0,96,"The portfolio was constructed with a risk-averse approach by spreading weights across all 30 stocks to maximize diversification and minimize concentration risk. Higher weights were assigned to historically stable, large-cap companies with strong fundamentals such as AAPL, MSFT, JNJ, PG, and UNH, which tend to exhibit lower volatility and consistent dividends. Cyclical and more volatile sectors received lower allocations to reduce overall portfolio risk while maintaining broad sector exposure across technology, healthcare, consumer staples, financials, and industrials."
L1,96,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, defensive names (MRK, AMGN, PG, WMT, UNH, V). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) and high-volatility stocks with modest returns (BA, DOW, AXP) were excluded entirely to reduce overall portfolio variance. The selected holdings span technology, healthcare, consumer staples, and financials, providing sector diversification that lowers correlation-driven risk while maintaining an attractive expected return profile."
L2,96,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and WMT received larger allocations. WMT received the highest weight due to its favorable combination of positive return and very low covariance with other assets, contributing strongly to diversification and risk reduction."
L3,96,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set/quadratic programming methods with non-negativity and full-investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, specifically AAPL and MSFT for high expected returns, MRK and WMT for low covariance with other assets, and AMGN, UNH, CRM, AMZN, and PG for favorable return-to-risk tradeoffs. Assets with negative or near-zero expected returns (MMM, VZ, INTC) and those with high variance relative to their returns (BA, AXP, DOW) were excluded by the non-negativity constraints."
L0,97,"The portfolio was constructed with a risk-averse approach by spreading weights across all 30 stocks to maximize diversification and minimize concentration risk. Defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH received slightly higher allocations due to their historically lower volatility and stable cash flows. Higher-growth technology names like AAPL and MSFT received modest overweights to balance long-term return potential while keeping overall portfolio risk in check."
L1,97,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, and lower-volatility defensive names (MRK, AMGN, PG, WMT, JNJ) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,97,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance via the objective of maximizing (mu'w - 0.5*w'Sigma*w) subject to no short selling and weights summing to one. Assets with higher risk-adjusted returns such as AAPL, MSFT, AMZN, and MRK received larger allocations, while assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded. Diversification was achieved by spreading weights across growth, defensive, and value names including WMT, PG, AMGN, and UNH to reduce overall portfolio variance."
L3,97,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25) w^T Sigma w subject to non-negativity and full-investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC, DIS) received zero weight, while high-return, lower-covariance assets like MSFT, AAPL, AMZN, CRM, and MRK received the largest allocations. Diversification was maintained by spreading weights across defensive names such as MRK, AMGN, PG, WMT, and UNH to reduce overall portfolio variance."
L0,98,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which is appropriate for a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and dividend-paying stocks such as AAPL, MSFT, JNJ, PG, KO, WMT, and UNH, which historically exhibit lower volatility and more stable returns. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to further mitigate portfolio risk."
L1,98,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (MRK, WMT, PG, AMGN, JNJ). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were concentrated in assets that offer favorable return-to-risk tradeoffs with relatively low covariances to each other. The resulting portfolio balances growth-oriented technology and consumer holdings with defensive positions in healthcare and consumer staples to reduce overall portfolio volatility."
L2,98,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance via the objective of maximizing mu'w - 0.5*w'Sigma*w subject to no short selling and weights summing to one. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like MSFT, AAPL, WMT, and AMZN received the largest allocations. Diversification was achieved by spreading weight across growth (AAPL, MSFT, CRM, AMZN), defensive (WMT, PG, MRK), and moderate-risk (AMGN, UNH) names to reduce overall portfolio variance."
L3,98,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set reasoning. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight due to the non-negativity constraint, while high return-to-risk assets like AAPL, MSFT, MRK, WMT, AMGN, and UNH received the largest allocations because they offer favorable expected returns relative to their marginal contribution to portfolio variance. The remaining weights were set to zero as the optimizer found them suboptimal given their covariance structure and expected returns under the given risk-aversion parameter."
L0,99,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification and reduce concentration risk, which is appropriate for a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and historically stable names such as AAPL, MSFT, JNJ, PG, KO, WMT, UNH, and V, which tend to exhibit lower volatility and consistent earnings. Cyclical and higher-volatility stocks such as BA, DOW, and INTC received marginally lower weights to further reduce overall portfolio risk."
L1,99,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT, V, UNH). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with modest returns (BA, DOW, AXP) were also omitted to reduce portfolio volatility. The final weights balance return potential against covariance structure, emphasizing assets that contribute positively to the risk-return tradeoff for a risk-averse investor."
L2,99,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with the highest risk-adjusted returns such as AAPL, MSFT, AMZN, and MRK received the largest allocations, while low or negative expected return assets like MMM, VZ, and INTC were excluded. Diversification is achieved by spreading weights across growth, defensive, and value stocks including WMT, PG, AMGN, UNH, and CRM to reduce overall portfolio variance."
L3,99,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25)*w^T Sigma w subject to non-negativity and full investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like MSFT and AAPL received the largest allocations. Diversification was achieved by spreading weights across growth stocks (AMZN, CRM), defensive names (MRK, PG, WMT), and moderate-risk holdings (AMGN, UNH, V) to balance return and variance penalization."
L0,100,"The portfolio was constructed with a risk-averse approach by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Higher-quality growth names like AAPL and MSFT received modest overweights given their strong balance sheets, while more cyclical or volatile names like BA, DOW, INTC, and MMM received lower allocations. Equal-to-moderate weights were assigned across the remaining holdings to ensure broad diversification across sectors including technology, healthcare, financials, consumer staples, and industrials."
L1,100,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (WMT, MRK, PG, JNJ, AMGN). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were concentrated in assets that offer favorable return-to-risk tradeoffs with relatively low covariances to each other. The resulting portfolio balances growth-oriented technology and financial holdings with defensive consumer staples and healthcare positions to reduce overall portfolio volatility."
L2,100,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*lambda*w'Sigma*w subject to no short-selling and weights summing to one. Assets with the highest risk-adjusted returns such as AAPL, MSFT, AMZN, and CRM received larger allocations, while low-return or high-variance assets like MMM, BA, VZ, and INTC were excluded. Diversification was achieved by including defensive names like MRK, WMT, PG, AMGN, and UNH to reduce overall portfolio variance."
L3,100,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, allocating capital to assets with the highest risk-adjusted returns while penalizing portfolio variance. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-risk assets like AAPL and MSFT received the largest allocations. Diversification was achieved by spreading weights across growth stocks (AMZN, CRM), defensive names (WMT, PG, MRK), and quality compounders (UNH, V, AMGN) to balance return maximization against covariance-driven risk."
L0,101,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, financially stable companies with strong fundamentals such as AAPL, MSFT, AMZN, KO, JNJ, PG, and WMT, which tend to exhibit lower volatility and consistent earnings. Cyclical and higher-volatility stocks such as BA, DOW, INTC, and MMM received lower allocations to further reduce overall portfolio risk."
L1,101,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, defensive names (WMT, PG, MRK, JNJ, AMGN). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were tilted toward assets with lower covariances relative to their return contribution. The resulting allocation spans technology, healthcare, consumer staples, and financials to reduce sector concentration risk while targeting a favorable return-to-risk tradeoff."
L2,101,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and WMT received larger allocations. Diversification was maintained by including defensive names such as MRK, PG, AMGN, and UNH to reduce overall portfolio variance."
L3,101,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set reasoning: assets with negative or very low expected returns (MMM, VZ, INTC) receive zero weight, while the optimizer concentrates on high return-to-risk assets. AAPL and MSFT receive the largest allocations due to their high expected returns relative to their covariance contributions, while MRK, WMT, AMGN, and PG provide diversification through low covariances with the rest of the portfolio, and CRM and UNH balance return and risk at moderate weights."
L0,102,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification, with slightly higher allocations given to large-cap, lower-volatility names such as AAPL, MSFT, JNJ, PG, WMT, and KO to reflect the investor's risk-averse preference. Defensive and dividend-paying sectors including consumer staples, healthcare, and financials received modest overweights to reduce overall portfolio volatility. No short selling is employed, all weights are non-negative, and the weights sum to exactly 1."
L1,102,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and lower-volatility defensive names (MRK, AMGN, PG, WMT, JNJ) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,102,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero allocation, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and MRK were favored. Diversification was achieved by spreading weight across growth stocks, defensive names (WMT, PG, AMGN), and moderate-risk assets (CRM, UNH) to reduce overall portfolio variance."
L3,102,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing mu^T w - (0.25)*w^T Sigma w subject to non-negativity and full-investment constraints. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-risk assets like MSFT, AAPL, AMZN, and CRM received larger allocations. Diversification was maintained by spreading weights across defensive names such as MRK, AMGN, WMT, PG, and UNH to reduce overall portfolio variance."
L0,103,"The portfolio was constructed with a risk-averse approach by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Higher-quality growth names like AAPL and MSFT received modest overweights given their strong balance sheets, while more cyclical or volatile names like BA, DOW, and INTC received lower allocations. Equal-ish weights across all 30 holdings ensure broad diversification across sectors including technology, healthcare, consumer staples, financials, and industrials, reducing concentration risk."
L1,103,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, defensive names (MRK, AMGN, PG, WMT, JNJ). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were allocated to minimize overall portfolio variance by favoring assets with lower covariances relative to their return contribution. The result is a diversified mix across technology, healthcare, consumer staples, and financials that targets attractive risk-adjusted returns for a risk-averse investor."
L2,103,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing the objective w'mu - 0.5*(lambda)*w'Sigma*w subject to no short-selling and weights summing to one. Assets with higher risk-adjusted returns such as AAPL, MSFT, AMZN, and MRK received larger allocations, while low-return or high-variance assets like MMM, VZ, BA, and INTC were excluded. Diversification was achieved by spreading weights across growth, defensive, and value stocks including WMT, PG, AMGN, UNH, and CRM to reduce overall portfolio variance."
L3,103,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set/quadratic programming methods with non-negativity and full-investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, specifically AAPL and MSFT for high expected returns, MRK and AMGN for low variance and low covariance with other assets, WMT for its very low covariance profile, and CRM, AMZN, UNH, and PG for favorable return-to-risk tradeoffs. Assets with negative or near-zero expected returns (MMM, VZ, INTC) and those with high variance relative to their returns (BA, AXP) were excluded by the non-negativity constraints."
L0,104,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and historically stable names such as AAPL, MSFT, JNJ, PG, KO, WMT, JPM, UNH, and V, which tend to exhibit lower volatility and steady earnings. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to reduce portfolio-level risk."
L1,104,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, and lower-volatility defensive names (MRK, AMGN, PG, WMT, JNJ) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,104,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and WMT received larger allocations. Diversification was achieved by spreading weight across growth stocks, defensive names (MRK, PG, AMGN), and stable income assets (WMT), reflecting the risk-averse investor's preference."
L3,104,"The portfolio was constructed by solving a quadratic programming problem maximizing mu^T w - (0.5/2) * w^T Sigma w subject to non-negativity and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, MRK, UNH, and WMT received meaningful allocations. The lambda=0.5 risk-aversion parameter balanced return maximization against variance penalization, with diversification achieved across technology, healthcare, consumer staples, and growth sectors."
L0,105,"The portfolio was constructed with a risk-averse strategy by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Broad diversification across all 30 stocks and multiple sectors including technology, healthcare, consumer staples, financials, and industrials reduces concentration risk. Higher-volatility or cyclical names like BA, DOW, INTC, and MMM received smaller allocations to limit downside exposure while still maintaining full diversification."
L1,105,"The portfolio targets a mean-variance efficient allocation by overweighting stocks with the highest expected returns (AAPL and MSFT at 0.55% monthly) while avoiding negative-return stocks (MMM, VZ, INTC). Risk is reduced by diversifying across low-covariance defensive names such as MRK, PG, WMT, and AMGN, which exhibit low variance and low correlations with the high-growth tech holdings. The result balances growth potential from AAPL, MSFT, AMZN, and CRM with stability from MRK, PG, WMT, UNH, and AMGN, keeping overall portfolio volatility in check without short selling."
L2,105,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with the highest risk-adjusted returns such as AAPL, MSFT, AMZN, MRK, WMT, AMGN, UNH, CRM, and PG received positive allocations, while assets with negative or very low expected returns like MMM, VZ, and INTC were excluded. The resulting portfolio balances high-return technology and healthcare names with lower-volatility defensive stocks to achieve diversification for the risk-averse investor."
L3,105,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, allocating weight to assets with favorable return-to-risk tradeoffs while setting weights to zero for assets with negative or very low expected returns (MMM, VZ, INTC) or high covariance relative to return. Assets like AAPL and MSFT received the highest weights due to their high expected returns (0.0055) combined with moderate variance, while MRK, WMT, AMGN, and PG provide diversification benefits through low covariance with other holdings. The no-short-selling constraint was enforced by zeroing out any asset where the unconstrained solution would imply negative allocation, and weights were normalized to sum to exactly 1.0."
L0,106,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, financially stable companies with strong fundamentals such as AAPL, MSFT, AMZN, JNJ, PG, and UNH, as these tend to exhibit lower volatility and consistent earnings. Defensive sectors including consumer staples, healthcare, and financials received relatively higher allocations to further reduce portfolio volatility and provide stability during market downturns."
L1,106,"The portfolio focuses on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility defensive names (MRK, AMGN, PG, JNJ, WMT). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks like BA were omitted to reduce overall portfolio volatility. The allocation tilts toward assets with lower covariances relative to their return contribution, favoring names like MRK and WMT that exhibit low cross-correlations with the broader portfolio."
L2,106,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, while high-return assets with relatively low covariance contributions (AAPL, MSFT, AMZN, CRM) received larger allocations. Defensive lower-volatility assets (MRK, PG, WMT, AMGN, UNH, V) were included to provide diversification and reduce overall portfolio risk."
L3,106,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25) * w^T Sigma w subject to non-negativity and full-investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-risk assets (AAPL, MSFT, CRM, AMZN) received larger allocations. Diversification was achieved by spreading remaining weight across AMGN, MRK, UNH, WMT, PG, and V, which offer moderate returns with lower covariances relative to the high-return anchors."
L0,107,"The portfolio was constructed with a risk-averse objective by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, MCD, WMT, and MRK, which tend to exhibit lower volatility and stable cash flows. Higher-growth technology names like AAPL and MSFT receive moderate allocations to provide some upside while remaining balanced against more stable holdings. All 30 stocks receive a non-negative weight to ensure broad diversification across sectors including healthcare, consumer staples, financials, technology, and industrials, reducing concentration risk."
L1,107,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were concentrated in assets that offer favorable return-to-risk tradeoffs with relatively low covariances to each other. The resulting portfolio balances growth-oriented technology and financial holdings with defensive positions in healthcare and consumer staples to reduce overall portfolio volatility."
L2,107,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero allocation, while high-return, relatively lower-risk assets like AAPL, MSFT, AMZN, and CRM received larger weights. Diversification was achieved by spreading allocations across growth, defensive, and value stocks including WMT, PG, MRK, AMGN, and UNH to reduce overall portfolio variance."
L3,107,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set reasoning. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-risk assets (AAPL, MSFT) received the largest allocations. Diversification across sectors was achieved by including AMGN, MRK, WMT, UNH, AMZN, and CRM, which offer favorable return-to-risk tradeoffs and low covariances with each other."
